hotel_name,rating_food,food_type,location,offer,rating,delivery_time_mins,primary_food,discount_percent,offer_amount_rs,offer_type,has_offer
Coffee Craft,4.4 • 43 mins,"Beverages, Fast Food, Desserts",Borivali West, ,4.4,43.0,beverages,0.0,0.0,NONE,Yes
K's Charcoal,4.3 • 43 mins,"Italian, Mexican",Borivali West, ,4.3,43.0,italian,0.0,0.0,NONE,Yes
7 Islands,4.4 • 53 mins,"Indian, Oriental, Snacks, North Indian, Chinese, Pastas",Malad Kan West, 20% OFF UPTO ₹100,4.4,53.0,indian,20.0,100.0,UPTO,Yes
Namaskar - The Maharaja,3.9 • 44 mins,"North Indian, Seafood, Biryani, Tandoor, Kebabs",Dahisar, ,3.9,44.0,north indian,0.0,0.0,NONE,Yes
Cheezza Point,3.8 • 53 mins,"Pizzas, Burgers, Snacks, Beverages",Malad West, ,3.8,53.0,pizzas,0.0,0.0,NONE,Yes
Hen Hao Chi,3.8 • 44 mins,Chinese,Borivali West, 15% OFF ABOVE ₹700,3.8,44.0,chinese,15.0,700.0,ABOVE,Yes
Mantra,4.5 • 46 mins,North Indian,Borivali West, ,4.5,46.0,north indian,0.0,0.0,NONE,Yes
Sam Chinese Corner,4.4 • 58 mins,Chinese,Malad East, ,4.4,58.0,chinese,0.0,0.0,NONE,Yes
Albela Chinese Home,4.3 • 43 mins,Chinese,Borivali West, ,4.3,43.0,chinese,0.0,0.0,NONE,Yes
Mother's Touch Gujrati,4 • 74 mins,Indian,Malad West, ₹250 OFF ABOVE ₹999,,74.0,indian,0.0,250.0,ABOVE,Yes
Nityanand (Kandivali),4.3 • 42 mins,"Indian, Chinese",Dhanukarwadi, ,4.3,42.0,indian,0.0,0.0,NONE,Yes
Dream Wok,4.3 • 57 mins,"North Indian, Chinese",Dahisar West, ₹200 OFF ABOVE ₹749,4.3,57.0,north indian,0.0,200.0,ABOVE,Yes
The Chinese Village,4 • 47 mins,"Chinese, Beverages, Desserts",Gorai, ,,47.0,chinese,0.0,0.0,NONE,Yes
Royal Chinese Cafe,51 mins,Chinese,Malad Kan West, ,,51.0,chinese,0.0,0.0,NONE,Yes
Snackiezz,4.5 • 51 mins,"Continental, Beverages, Snacks, Italian-American",Dahisar, 25% OFF UPTO ₹125,4.5,51.0,continental,25.0,125.0,UPTO,Yes
Bipin Sandwich & Pizza Plaza,4.5 • 44 mins,Pizzas,Borivali West, 10% OFF ABOVE ₹700,4.5,44.0,pizzas,10.0,700.0,ABOVE,Yes
PS Pav Bhaji,5 • 44 mins,"Indian, Fast Food",Malad East, 30% OFF UPTO ₹150,,44.0,indian,30.0,150.0,UPTO,Yes
Bipin Big Sandwich,4.1 • 50 mins,"Snacks, Fast Food",Borivali West, ,4.1,50.0,snacks,0.0,0.0,NONE,Yes
Ambika Chinese Restaurant (Since 2005),3.7 • 50 mins,"Indian, Chinese",Kandivali West, ₹150 OFF ABOVE ₹999,3.7,50.0,indian,0.0,150.0,ABOVE,Yes
Dum De Biryani,47 mins,"Snacks, Biryani, Tandoor, Indian",Borivali West, 25% OFF UPTO ₹125,,47.0,snacks,25.0,125.0,UPTO,Yes
Gup Shup Snacks Junction,59 mins,Snacks,Malad Kan West, ,,59.0,snacks,0.0,0.0,NONE,Yes
Swaad E Rasoi,4.3 • 52 mins,"Chinese, Asian, Thai",Goregaon, 10% OFF ABOVE ₹600,4.3,52.0,chinese,10.0,600.0,ABOVE,Yes
Chocoholix,4.6 • 43 mins,Bakery,Malad Kan West, ,4.6,43.0,bakery,0.0,0.0,NONE,Yes
Unique Cake Shop,4.6 • 43 mins,"Bakery, Desserts, Snacks",Malad Kan West, ,4.6,43.0,bakery,0.0,0.0,NONE,Yes
Dandelions Kitchen & Bar,4.5 • 47 mins,"Indian, Kebabs, Continental, Thai, Burmese, Salads, Seafood",Borivali West, ,4.5,47.0,indian,0.0,0.0,NONE,Yes
Hassan Kabab Spot,4.3 • 43 mins,"Snacks, North Indian, Indian",Jog Gor East, ,4.3,43.0,snacks,0.0,0.0,NONE,Yes
Nagori Tea Point,4.2 • 41 mins,Beverages,Malad Kan West, ,4.2,41.0,beverages,0.0,0.0,NONE,Yes
Eat Hygiene,4.5 • 59 mins,"Pizzas, Pastas, Desserts, Beverages",Jog Gor East, ,4.5,59.0,pizzas,0.0,0.0,NONE,Yes
Raju's Chinese Corner,52 mins,Chinese,Borivali West, ₹175 OFF ABOVE ₹449,,52.0,chinese,0.0,175.0,ABOVE,Yes
Food Lovers,4 • 51 mins,Chinese,Malad Kan West, ,,51.0,chinese,0.0,0.0,NONE,Yes
Enchante By Chai Point,2.4 • 46 mins,"Bakery, Beverages, Maharashtrian, Snacks, Street Food, South Indian, Punjabi, Chaat, Indian, American, North Indian, Fast Food, Desserts, Cafe, Healthy Food, Home Food",Malad West, 40% OFF UPTO ₹80,2.4,46.0,bakery,40.0,80.0,UPTO,Yes
Hot Lee Chinese,4.4 • 46 mins,"Chinese, Asian, Desserts, Beverages",Borivali West, ₹175 OFF ABOVE ₹449,4.4,46.0,chinese,0.0,175.0,ABOVE,Yes
Food Planet,4.3 • 39 mins,"Snacks, Pizzas, Burgers, Fast Food",Borivali West, ,4.3,39.0,snacks,0.0,0.0,NONE,Yes
Waffle World,4.8 • 35 mins,"Waffle, Desserts",Borivali West, ,4.8,35.0,waffle,0.0,0.0,NONE,Yes
Snack Eat,41 mins,"Indian, Snacks",Rawal Pada, ,,41.0,indian,0.0,0.0,NONE,Yes
The Sandwich Story,3.5 • 69 mins,"Indian, Snacks, Juices, Desserts",Malad West, ₹75 OFF ABOVE ₹300,3.5,69.0,indian,0.0,75.0,ABOVE,Yes
Little Loco Pops,4.4 • 46 mins,"Ice Cream, Desserts",Malad West, ₹175 OFF ABOVE ₹449,4.4,46.0,ice cream,0.0,175.0,ABOVE,Yes
Moody Foody,4.1 • 47 mins,"Indian, Maharashtrian, Street Food, Chinese, Pizzas, Fast Food, Burgers, Cafe, Beverages",Kandivali east , ,4.1,47.0,indian,0.0,0.0,NONE,Yes
BFF- Bombay French Fries,2.9 • 36 mins,"Continental, Desserts, Beverages",Borivali West, ₹175 OFF ABOVE ₹449,2.9,36.0,continental,0.0,175.0,ABOVE,Yes
The Waffle Room,2.8 • 37 mins,"Waffle, Cafe",Kandivali, ₹250 OFF ABOVE ₹999,2.8,37.0,waffle,0.0,250.0,ABOVE,Yes
Quick Meal,4.2 • 36 mins,"Indian, Chinese",Borivali East, ,4.2,36.0,indian,0.0,0.0,NONE,Yes
Eagle Boys Pizza and Cafe,2.5 • 39 mins,"Italian, Pizzas, Burgers, Pastas, Beverages",Borivali west, 20% OFF UPTO ₹100,2.5,39.0,italian,20.0,100.0,UPTO,Yes
Chyna,4.2 • 35 mins,Chinese,Malad East, ,4.2,35.0,chinese,0.0,0.0,NONE,Yes
JK Sweets,4.4 • 32 mins,"Sweets, Desserts",Malad West Mumbai, ,4.4,32.0,sweets,0.0,0.0,NONE,Yes
Foods Planet,32 mins,Biryani,Borivali West, ,,32.0,biryani,0.0,0.0,NONE,Yes
Gangaur Thali,4.4 • 31 mins,"Indian, Thalis",Borivali West, ,4.4,31.0,indian,0.0,0.0,NONE,Yes
The Sandwich Zone,4.3 • 33 mins,"Fast Food, Italian, Snacks",Borivali West, ,4.3,33.0,fast food,0.0,0.0,NONE,Yes
Power Smoothies,4.6 • 33 mins,"Healthy Food, Beverages",Borivali West, 30% OFF ABOVE ₹700,4.6,33.0,healthy food,30.0,700.0,ABOVE,Yes
Triveni Pan Bhandar,3.3 • 39 mins,"Paan, Desserts",Borivali West, ,3.3,39.0,paan,0.0,0.0,NONE,Yes
Vividham Sweets,4.3 • 27 mins,"Sweets, Snacks",Borivali West, ,4.3,27.0,sweets,0.0,0.0,NONE,Yes
Food Shood,4.7 • 30 mins,"Indian, North Indian, Snacks, Mughlai, Tandoor, Kebabs, Punjabi, Biryani, Chinese, Street Food",Borivali West, ,4.7,30.0,indian,0.0,0.0,NONE,Yes
Gigil Brasserie,4.2 • 43 mins,"Italian, Pizzas, Beverages",Borivali West, 25% OFF ABOVE ₹1000,4.2,43.0,italian,25.0,1000.0,ABOVE,Yes
Nirala Gourmet Kitchen,4.1 • 50 mins,"Pizzas, Pastas, Burgers, Snacks",Borivali West, 60% OFF UPTO ₹120,4.1,50.0,pizzas,60.0,120.0,UPTO,Yes
Hotel Sai Prasad Family Restaurant,4 • 52 mins,"North Indian, Chinese, Tandoor, Beverages",Borivali West, ,,52.0,north indian,0.0,0.0,NONE,Yes
Sarova Bar & Restaurant,4.8 • 42 mins,"Thalis, Chinese, North Indian",Kandivali East, ,4.8,42.0,thalis,0.0,0.0,NONE,Yes
Pizza In Town,4.1 • 50 mins,Indian,Dahisar, ,4.1,50.0,indian,0.0,0.0,NONE,Yes
Jay Bhavani Fast Food Center,54 mins,"Fast Food, North Indian, Chinese, Biryani",Borivali West, ₹40 OFF ABOVE ₹499,,54.0,fast food,0.0,40.0,ABOVE,Yes
Raja Chinese Corner,3.6 • 42 mins,Chinese,Borivali West, 10% OFF ABOVE ₹1300,3.6,42.0,chinese,10.0,1300.0,ABOVE,Yes
Agga Bai,4.6 • 52 mins,Desserts,Borivali West, 10% OFF UPTO ₹40,4.6,52.0,desserts,10.0,40.0,UPTO,Yes
Golden Delicacy Multicuisine Restaurant,4.3 • 41 mins,"Indian, South Indian, Chinese, Tandoor, Biryani, Snacks, Italian-American, Ice Cream, Beverages",Borivali West, ,4.3,41.0,indian,0.0,0.0,NONE,Yes
Bombay Boba,3.2 • 42 mins,Beverages,Kandivali West, ,3.2,42.0,beverages,0.0,0.0,NONE,Yes
OM R K Fast Food,4.4 • 42 mins,South Indian,Borivali West, ,4.4,42.0,south indian,0.0,0.0,NONE,Yes
PLATESS MULTICUISINE RESTAURANT,3 • 47 mins,"Chinese, Indian",Borivali West, ,,47.0,chinese,0.0,0.0,NONE,Yes
Namak Mirchi,4.3 • 30 mins,"North Indian, Biryani, Chinese, Mughlai, Punjabi, Kebabs",Kandivali East, 50% OFF UPTO ₹100,4.3,30.0,north indian,50.0,100.0,UPTO,Yes
Mozo Pizzaria,3.6 • 28 mins,"Pizzas, Burgers, Chinese, Desserts, Italian",Behind Annexe Mall, 50% OFF UPTO ₹100,3.6,28.0,pizzas,50.0,100.0,UPTO,Yes
The Khichdi House,3.3 • 25 mins,"Indian, North Indian, Thalis, Desserts",Malad East, 50% OFF UPTO ₹100,3.3,25.0,indian,50.0,100.0,UPTO,Yes
Tandav Tea Company,3.8 • 29 mins,"Snacks, Beverages",Malad East, 10% OFF UPTO ₹40,3.8,29.0,snacks,10.0,40.0,UPTO,Yes
Oven Stories Pizza,3.5 • 33 mins,"Pizzas, Burgers, Desserts, Chinese, Pastas, Italian",Kandivali East, 50% OFF UPTO ₹100,3.5,33.0,pizzas,50.0,100.0,UPTO,Yes
Creamillaa,4.8 • 19 mins,"Desserts, Ice Cream",Malad East, ,4.8,19.0,desserts,0.0,0.0,NONE,Yes
Thakkar Lunch Home,4 • 25 mins,"Indian, Snacks",Kandivali East, 20% OFF UPTO ₹50,,25.0,indian,20.0,50.0,UPTO,Yes
Mama's By Banjara Dhaba Veg,4.1 • 25 mins,"North Indian, Chinese, Fast Food, Snacks, Biryani",Malad East, 60% OFF UPTO ₹120,4.1,25.0,north indian,60.0,120.0,UPTO,Yes
Combos & More - The Steal Deal Food Factory,4.1 • 29 mins,"Chinese, Pan-Asian, Thai, Beverages",Kandivali East, ,4.1,29.0,chinese,0.0,0.0,NONE,Yes
Hotel Matsyagandha,4.3 • 34 mins,"North Indian, Malwani, Chinese, Seafood, Mangalorean, Tandoor",Kandivali East, ,4.3,34.0,north indian,0.0,0.0,NONE,Yes
Love 99,3.9 • 35 mins,"Desserts, Waffle, Beverages, Bakery",Mahavir Nagar, 15% OFF ABOVE ₹600,3.9,35.0,desserts,15.0,600.0,ABOVE,Yes
House Of Combos,34 mins,"Combo, Continental, Asian",Borivali West, ,,34.0,combo,0.0,0.0,NONE,Yes
Ice Cap The Cake Shop,32 mins,Bakery,Malad East, ,,32.0,bakery,0.0,0.0,NONE,Yes
Biryani Lovers,3.4 • 44 mins,"Biryani, Arabian, Tandoor",Malad East, ,3.4,44.0,biryani,0.0,0.0,NONE,Yes
Glaciers Cakes And More,28 mins,Bakery,Malad East, 25% OFF ABOVE ₹159,,28.0,bakery,25.0,159.0,ABOVE,Yes
Happy Moments The Cake Shop,32 mins,Bakery,Malad East, ,,32.0,bakery,0.0,0.0,NONE,Yes
The Dutch Waffles,28 mins,"Bakery, Desserts",Malad East, ,,28.0,bakery,0.0,0.0,NONE,Yes
Chile Ma,24 mins,"Bakery, Waffle",Malad East, ,,24.0,bakery,0.0,0.0,NONE,Yes
Uncle's Kitchenette,28 mins,"Waffle, Bakery",Malad East, ,,28.0,waffle,0.0,0.0,NONE,Yes
De Firrrangi cafe,31 mins,"Juices, Beverages",Malad East, ,,31.0,juices,0.0,0.0,NONE,Yes
DK's Kitchen,4.4 • 33 mins,"Chinese, Tandoor",Borivali East, ,4.4,33.0,chinese,0.0,0.0,NONE,Yes
Bbcc - Borivali Barbeque Chinese Co.,32 mins,Italian,Malad East, ,,32.0,italian,0.0,0.0,NONE,Yes
Choco Pack,33 mins,Desserts,Malad East, ,,33.0,desserts,0.0,0.0,NONE,Yes
Sandwich Co.,33 mins,Fast Food,Malad East, ,,33.0,fast food,0.0,0.0,NONE,Yes
Vivgato The Live Cake Shop,2.7 • 37 mins,"Bakery, Desserts",Malad East, ,2.7,37.0,bakery,0.0,0.0,NONE,Yes
M M Dum Biriyani Centre,4.1 • 34 mins,"Indian, Biryani, Beverages",Borivali West, ,4.1,34.0,indian,0.0,0.0,NONE,Yes
Hari Om Snack Bar,3.8 • 37 mins,"Fast Food, Snacks, Indian",Kandivali, ,3.8,37.0,fast food,0.0,0.0,NONE,Yes
Jaggu Anna,1.5 • 39 mins,"Fast Food, Kebabs, Snacks",Borivali West, ,1.5,39.0,fast food,0.0,0.0,NONE,Yes
Signature Premium Cafe & Resto,3.7 • 39 mins,"Pizzas, Fast Food, South Indian, Juices, Snacks",Borivali West, ,3.7,39.0,pizzas,0.0,0.0,NONE,Yes
Mangalam,4.1 • 37 mins,"Indian, Chinese",Borivali West, ,4.1,37.0,indian,0.0,0.0,NONE,Yes
Chaat Samrat,3.8 • 38 mins,"Chaat, Pizzas, Pastas, Fast Food, Snacks, Burgers",Dahisar, ,3.8,38.0,chaat,0.0,0.0,NONE,Yes
Cafe Town,36 mins,Burgers,Borivali West, ,,36.0,burgers,0.0,0.0,NONE,Yes
Hotel Aqua Stone RESTO BAR,5 • 38 mins,"Chinese, Snacks, Beverages, North Indian, Kebabs",Dahisar, ,,38.0,chinese,0.0,0.0,NONE,Yes
Srijana Momo House,5 • 35 mins,Chinese,Malad East, ,,35.0,chinese,0.0,0.0,NONE,Yes
Cafe To Gather,34 mins,Fast Food,Malad East, ₹200 OFF ABOVE ₹999,,34.0,fast food,0.0,200.0,ABOVE,Yes
Meal In Minutes,34 mins,"North Indian, Pizzas, Fast Food, Snacks, Beverages",Malad East, 50% OFF UPTO ₹100,,34.0,north indian,50.0,100.0,UPTO,Yes
Wanton Point Tadka,4.3 • 34 mins,"Indian, Chinese",Kandivali East, ,4.3,34.0,indian,0.0,0.0,NONE,Yes
Agri Malhari Katta.(Tandoori House),4.3 • 50 mins,"Biryani, Chinese, Tandoor, Kebabs, North Indian, Sweets",Borivali West, 10% OFF ABOVE ₹600,4.3,50.0,biryani,10.0,600.0,ABOVE,Yes
Daily 52,5 • 50 mins,Indian,Borivali West, ,,50.0,indian,0.0,0.0,NONE,Yes
Culture Kitchen,52 mins,"Chinese, Snacks",Jog Gor East, ,,52.0,chinese,0.0,0.0,NONE,Yes
Golden Plate,3.8 • 55 mins,"Chinese, North Indian, Biryani, Beverages",Dahisar, ,3.8,55.0,chinese,0.0,0.0,NONE,Yes
Casa Curry,43 mins,Burgers,Borivali West, ,,43.0,burgers,0.0,0.0,NONE,Yes
The Cookie Dough,3.7 • 58 mins,"Snacks, Bakery, Fast Food, Beverages",Malad West, ,3.7,58.0,snacks,0.0,0.0,NONE,Yes
What The Wok,4.3 • 43 mins,Chinese,Borivali West, ₹100 OFF ABOVE ₹999,4.3,43.0,chinese,0.0,100.0,ABOVE,Yes
Burgerbook,4.5 • 52 mins,"American, Fast Food",Malad Kan West, ,4.5,52.0,american,0.0,0.0,NONE,Yes
Kamath Dakshinswaad,4.2 • 47 mins,South Indian,Malad East, ,4.2,47.0,south indian,0.0,0.0,NONE,Yes
Shweta's Taatbhar Potbhar,4.1 • 45 mins,"Indian, Biryani",Borivali West, ₹100 OFF ABOVE ₹749,4.1,45.0,indian,0.0,100.0,ABOVE,Yes
Momento Pizza,4.3 • 45 mins,"Pizzas, Italian, Fast Food",Borivali West, ,4.3,45.0,pizzas,0.0,0.0,NONE,Yes
Brownie Point Malad,41 mins,Bakery,Malad Kan West, ,,41.0,bakery,0.0,0.0,NONE,Yes
Cafe A1,4.1 • 52 mins,"North Indian, Tandoor, Mughlai, Chinese, Fast Food, Desserts, Beverages",Malad Kan West, ,4.1,52.0,north indian,0.0,0.0,NONE,Yes
Desi Dawat,44 mins,Indian,Charkop, ,,44.0,indian,0.0,0.0,NONE,Yes
Slide A Roll,4.1 • 50 mins,Snacks,Malad West, ,4.1,50.0,snacks,0.0,0.0,NONE,Yes
Mr Singhs Tandoori Hut by RPD,4.2 • 64 mins,"North Indian, Tandoor, Biryani",Malad West, ,4.2,64.0,north indian,0.0,0.0,NONE,Yes
Shree Siddhivinayak juice and snacks centre,4.8 • 44 mins,Fast Food,Dahisar East, ,4.8,44.0,fast food,0.0,0.0,NONE,Yes
Kalubai juice center,4.4 • 46 mins,"Beverages, Juices",Borivali West, 50% OFF UPTO ₹250,4.4,46.0,beverages,50.0,250.0,UPTO,Yes
Dragon Flame Chinese,3.5 • 50 mins,Chinese,Kandivali West, 25% OFF UPTO ₹125,3.5,50.0,chinese,25.0,125.0,UPTO,Yes
Ashish Chinese Corner,3.6 • 40 mins,Chinese,kandivalli charkop, ,3.6,40.0,chinese,0.0,0.0,NONE,Yes
The Tasty Love,5 • 50 mins,"Chinese, Arabian, Biryani, South Indian",Jog Gor East, ₹200 OFF ABOVE ₹999,,50.0,chinese,0.0,200.0,ABOVE,Yes
Noon Roti - Story of Bihar,3.2 • 49 mins,"Indian, North Indian",KANDIVALI WEST, ₹100 OFF ABOVE ₹599,3.2,49.0,indian,0.0,100.0,ABOVE,Yes
Preeti Sandwich and juice center,4.2 • 40 mins,"Snacks, Italian, Pizzas, Pastas, Beverages",Mahavir Nagar, 10% OFF ABOVE ₹900,4.2,40.0,snacks,10.0,900.0,ABOVE,Yes
AL-Falah Irani Chai Momos And More,4 • 54 mins,Biryani,Borivali West, ,,54.0,biryani,0.0,0.0,NONE,Yes
Baan Khun yay,4.1 • 53 mins,"Chinese, Thai, Desserts",Borivali West, ₹100 OFF ABOVE ₹999,4.1,53.0,chinese,0.0,100.0,ABOVE,Yes
Film City Fast Food,3.4 • 58 mins,"Indian, Chinese",Malad East, ,3.4,58.0,indian,0.0,0.0,NONE,Yes
The Bombay Stories,4.3 • 57 mins,"Street Food, Beverages, Fast Food, Pizzas, Pastas",Malad West, 10% OFF UPTO ₹100,4.3,57.0,street food,10.0,100.0,UPTO,Yes
Boneto Fine Dine,4.5 • 59 mins,Indian,Malad East, ,4.5,59.0,indian,0.0,0.0,NONE,Yes
Chhedas,3.7 • 46 mins,"Snacks, Sweets",Jog Gor East, ,3.7,46.0,snacks,0.0,0.0,NONE,Yes
Amit Fast Food- Chinese Corner,4.5 • 53 mins,Chinese,Malad West, ,4.5,53.0,chinese,0.0,0.0,NONE,Yes
Sai Sarovar,4.4 • 49 mins,"North Indian, Snacks, Chinese",Malad Kan West, ,4.4,49.0,north indian,0.0,0.0,NONE,Yes
Thew Pueblo Gourmet - TPG,4.2 • 45 mins,"Snacks, Beverages",Borivali West, ,4.2,45.0,snacks,0.0,0.0,NONE,Yes
Raza Biryani,3.2 • 60 mins,"Biryani, Kebabs, Tandoor",Malad East, ,3.2,60.0,biryani,0.0,0.0,NONE,Yes
New Sam's Kitchen,4.4 • 58 mins,"Indian, Chinese",Goregaon, ,4.4,58.0,indian,0.0,0.0,NONE,Yes
Flavour & Spice,3.7 • 54 mins,"Fast Food, Indian, Tandoor",Borivali West, ₹175 OFF ABOVE ₹449,3.7,54.0,fast food,0.0,175.0,ABOVE,Yes
Fishermans Hook,4.1 • 57 mins,"North Indian, Chinese, Seafood",Malad West, ,4.1,57.0,north indian,0.0,0.0,NONE,Yes
WEST COAST DINER,4.5 • 50 mins,Desserts,Dahisar, ,4.5,50.0,desserts,0.0,0.0,NONE,Yes
Lady The Leaf,3.9 • 51 mins,"Continental, Salads, Grill, Juices, Beverages",Malad West, 25% OFF UPTO ₹125,3.9,51.0,continental,25.0,125.0,UPTO,Yes
DYNAMIC CAKE,51 mins,Bakery,Jog Gor East, ,,51.0,bakery,0.0,0.0,NONE,Yes
Om Sai Dosa Center,40 mins,South Indian,Kandivali East, ,,40.0,south indian,0.0,0.0,NONE,Yes
Gravy and Savy,4.2 • 55 mins,"North Indian, Indian",Kandivali W, ,4.2,55.0,north indian,0.0,0.0,NONE,Yes
Mithilanchal - Xpress Of Food Abode,2.3 • 51 mins,"Indian, Seafood",KANDIVALI WEST, ₹100 OFF ABOVE ₹599,2.3,51.0,indian,0.0,100.0,ABOVE,Yes
Dale's Eden - Gifting,47 mins,"Desserts, Sweets",Malad Kan West, ₹175 OFF ABOVE ₹449,,47.0,desserts,0.0,175.0,ABOVE,Yes
Subhanallah Chinese,4.7 • 56 mins,Chinese,Malad West, ,4.7,56.0,chinese,0.0,0.0,NONE,Yes
Jalandharwala,4.6 • 41 mins,"Indian, Snacks, Desserts",Borivali West, ,4.6,41.0,indian,0.0,0.0,NONE,Yes
Rolls & Many More,3.3 • 46 mins,Burgers,Borivali West, ₹250 OFF ABOVE ₹999,3.3,46.0,burgers,0.0,250.0,ABOVE,Yes
La pizza house,3.3 • 43 mins,"Fast Food, Snacks, Pizzas, Maharashtrian",Dahisar west, ,3.3,43.0,fast food,0.0,0.0,NONE,Yes
Trunks & Leaves,4.1 • 46 mins,"Chinese, Italian, Mexican, Indian, Kebabs, Tandoor, Biryani",Kandivali West, ₹100 OFF ABOVE ₹999,4.1,46.0,chinese,0.0,100.0,ABOVE,Yes
KOFU - Premium Artisanal Icecreams,3.6 • 41 mins,Ice Cream,Jog Gor East, ₹175 OFF ABOVE ₹449,3.6,41.0,ice cream,0.0,175.0,ABOVE,Yes
IceCream Cake City,4.2 • 45 mins,"Bakery, Beverages",Malad Kan West, ,4.2,45.0,bakery,0.0,0.0,NONE,Yes
Oye Lucky Paratha,3.8 • 51 mins,"Indian, Punjabi, Beverages",Malad West, ,3.8,51.0,indian,0.0,0.0,NONE,Yes
Adventure Momo House,4.1 • 51 mins,Chinese,Malad Kan West, ,4.1,51.0,chinese,0.0,0.0,NONE,Yes
Reuben Restrobar,4.2 • 59 mins,"North Indian, Chinese, Italian, Snacks, Biryani, Desserts, Continental, Pizzas, Salads, Beverages, Mughlai",Malad Kan West, ,4.2,59.0,north indian,0.0,0.0,NONE,Yes
Wu Momos - Malad,3.8 • 49 mins,"Chinese, Snacks",Malad Kan West, ₹100 OFF ABOVE ₹749,3.8,49.0,chinese,0.0,100.0,ABOVE,Yes
